CaseBarcode,CorepackBarcode,OrderId,RequestDate,Core Pack check,Result_DAQ,CH8_V,CH9_V,CH10_V,CH11_V,CH12_V,TempMaxThr,TempMinThr,VoltDiffThr,VoltMaxThr,VoltMinThr,Result_ETEST,ACIR,DCIR,OCVoltage,Ah,PackageTime
FR07254006581,7254006581,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/17 17:06:53
FR07254006582,7254006582,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/17 09:35:24
FR07254006583,7254006583,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/31 14:31:34
FR07254006584,7254006584,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2026/01/07 11:15:04
FR07254006585,7254006585,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/30 11:04:06
FR07254006586,7254006586,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.502,3.502,3.503,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/08 10:10:02
FR07254006587,7254006587,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/09 10:04:29
FR07254006588,7254006588,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2026/01/09 16:06:40
FR07254006589,7254006589,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.503,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/09 13:39:35
FR07254006590,7254006590,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/02 16:30:04
FR07254006591,7254006591,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/08 13:01:59
FR07254006592,7254006592,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 12:24:36
FR07254006593,7254006593,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2026/01/05 10:31:43
FR07254006594,7254006594,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/26 15:55:57
FR07254006595,7254006595,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/31 15:42:50
FR07254006596,7254006596,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/09 17:18:17
FR07254006597,7254006597,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/30 13:43:00
FR07254006598,7254006598,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/02 09:34:21
FR07254006599,7254006599,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/24 10:31:25
FR07254006600,7254006600,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/29 12:38:41
FR07254006601,7254006601,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/26 11:31:20
FR07254006602,7254006602,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/19 16:49:42
FR07254006603,7254006603,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/15 12:51:42
FR07254006604,7254006604,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/22 09:30:54
FR07254006605,7254006605,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/23 10:07:23
FR07254006606,7254006606,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.48,,2025/12/29 17:28:41
FR07254006607,7254006607,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/30 15:35:37
FR07254006608,7254006608,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.502,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/07 13:49:36
FR07254006609,7254006609,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/30 13:07:44
FR07254006610,7254006610,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/18 09:33:02
FR07254006611,7254006611,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.502,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/18 10:36:57
FR07254006612,7254006612,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/19 10:35:33
FR07254006613,7254006613,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.47,,2025/12/15 11:34:29
FR07254006614,7254006614,5112-20250923001,2026/01/12,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.055,17.48,,2026/01/08 16:58:49
FR07254006615,7254006615,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/29 14:04:04
FR07254006616,7254006616,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.502,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/31 09:35:32
FR07254006617,7254006617,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.059,17.49,,2026/01/06 13:55:16
FR07254006618,7254006618,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/15 10:25:54
FR07254006619,7254006619,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.502,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/15 14:51:47
FR07254006620,7254006620,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/31 12:28:34
FR07254006621,7254006621,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.49,,2025/12/30 15:21:01
FR07254006622,7254006622,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/26 09:47:02
FR07254006623,7254006623,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/16 10:17:58
FR07254006624,7254006624,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/24 14:47:21
FR07254006625,7254006625,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/22 11:18:09
FR07254006626,7254006626,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2025/12/19 09:45:40
FR07254006627,7254006627,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2026/01/02 11:21:18
FR07254006628,7254006628,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/29 14:34:17
FR07254006629,7254006629,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/09 16:59:24
FR07254006630,7254006630,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2026/01/02 14:29:20
FR07254006631,7254006631,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/02 09:47:40
FR07254006632,7254006632,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/31 16:24:26
FR07254006633,7254006633,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/23 15:38:13
FR07254006634,7254006634,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/23 13:05:55
FR07254006635,7254006635,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/06 14:35:36
FR07254006636,7254006636,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 17:05:20
FR07254006637,7254006637,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.5,3.502,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2025/12/22 11:00:31
FR07254006638,7254006638,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 12:19:47
FR07254006639,7254006639,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/16 13:38:44
FR07254006640,7254006640,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/08 14:04:03
FR07254006641,7254006641,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.5,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/23 09:58:41
FR07254006642,7254006642,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/30 15:11:26
FR07254006643,7254006643,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/26 16:38:05
FR07254006644,7254006644,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.502,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/26 11:10:54
FR07254006645,7254006645,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/06 15:34:52
FR07254006646,7254006646,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/06 12:44:24
FR07254006647,7254006647,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/29 10:42:01
FR07254006648,7254006648,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/17 17:22:38
FR07254006649,7254006649,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.502,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/22 09:41:42
FR07254006650,7254006650,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/26 15:33:41
FR07254006651,7254006651,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/23 12:16:48
FR07254006652,7254006652,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/06 14:27:38
FR07254006653,7254006653,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.503,3.503,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/15 15:49:51
FR07254006654,7254006654,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2026/01/05 12:13:33
FR07254006655,7254006655,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.48,,2025/12/31 10:07:41
FR07254006656,7254006656,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/19 16:19:41
FR07254006657,7254006657,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/30 15:46:06
FR07254006658,7254006658,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/19 10:26:25
FR07254006659,7254006659,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/15 16:56:30
FR07254006660,7254006660,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/31 09:46:56
FR07254006661,7254006661,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.502,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/30 17:03:11
FR07254006662,7254006662,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.5,3.499,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.47,,2026/01/07 14:18:41
FR07254006663,7254006663,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.055,17.48,,2026/01/02 11:59:42
FR07254006664,7254006664,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/15 09:56:53
FR07254006665,7254006665,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/23 10:56:02
FR07254006666,7254006666,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.059,17.49,,2026/01/06 16:40:38
FR07254006667,7254006667,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/02 16:32:50
FR07254006668,7254006668,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/02 11:22:46
FR07254006669,7254006669,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/22 13:05:08
FR07254006670,7254006670,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.49,,2026/01/07 17:19:52
FR07254006671,7254006671,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2026/01/09 14:34:33
FR07254006672,7254006672,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/23 17:22:14
FR07254006673,7254006673,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/19 17:19:32
FR07254006674,7254006674,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/24 11:59:08
FR07254006675,7254006675,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2026/01/12 13:41:17
FR07254006676,7254006676,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/18 17:23:20
FR07254006677,7254006677,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/31 16:20:04
FR07254006678,7254006678,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/02 14:44:45
FR07254006679,7254006679,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2026/01/07 14:44:17
FR07254006680,7254006680,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.502,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/02 17:02:41
FR07254006681,7254006681,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/19 09:55:29
FR07254006682,7254006682,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/30 13:55:08
FR07254006683,7254006683,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.502,3.502,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2026/01/06 10:02:47
FR07254006684,7254006684,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/12 13:39:01
FR07254006685,7254006685,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2026/01/09 17:04:47
FR07254006686,7254006686,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.502,3.502,3.503,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2025/12/16 15:03:30
FR07254006687,7254006687,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/09 09:36:32
FR07254006688,7254006688,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/24 16:29:44
FR07254006689,7254006689,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.5,3.499,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2026/01/06 14:57:15
FR07254006690,7254006690,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.5,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/05 15:03:13
FR07254006691,7254006691,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/16 11:03:52
FR07254006692,7254006692,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/02 13:25:45
FR07254006693,7254006693,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/07 16:09:56
FR07254006694,7254006694,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.501,3.502,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/18 10:20:06
FR07254006695,7254006695,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/02 14:27:41
FR07254006696,7254006696,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/29 15:39:51
FR07254006697,7254006697,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.502,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/18 17:20:16
FR07254006698,7254006698,5112-20250923001,2026/01/13,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/05 14:28:22
FR07254006699,7254006699,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2026/01/02 17:10:40
FR07254006700,7254006700,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/29 13:00:51
FR07254006701,7254006701,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.48,,2026/01/12 16:14:30
FR07254006702,7254006702,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/05 10:37:29
FR07254006703,7254006703,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/29 12:33:54
FR07254006704,7254006704,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.502,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/24 15:39:02
FR07254006705,7254006705,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2026/01/06 10:10:56
FR07254006706,7254006706,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/18 15:59:06
FR07254006707,7254006707,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/17 17:23:27
FR07254006708,7254006708,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/08 17:24:09
FR07254006709,7254006709,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/22 12:20:48
FR07254006710,7254006710,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.499,3.501,3.499,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/02 16:39:13
FR07254006711,7254006711,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2026/01/12 16:30:12
FR07254006712,7254006712,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.502,3.502,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/18 11:52:11
FR07254006713,7254006713,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2025/12/22 10:50:12
FR07254006714,7254006714,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/06 15:39:21
FR07254006715,7254006715,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/24 17:01:54
FR07254006716,7254006716,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.056,17.49,,2026/01/12 13:03:23
FR07254006717,7254006717,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/23 14:03:36
FR07254006718,7254006718,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.502,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2025/12/18 15:06:00
FR07254006719,7254006719,5112-20250923001,2026/01/13,PASS,PASS,3.501,3.5,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.48,,2025/12/30 14:33:33
